,State,StateFIPS,CountyFIPS,AreaName,All_Poverty,M_Poverty,F_Poverty
74,KS,20,125,"Montgomery County, Kansas",6303,2948,3355
75,KS,20,127,"Morris County, Kansas",505,229,276
76,KS,20,129,"Morton County, Kansas",325,151,174
77,KS,20,131,"Nemaha County, Kansas",1129,473,656
78,KS,20,133,"Neosho County, Kansas",2961,1306,1655
79,KS,20,135,"Ness County, Kansas",354,217,137
80,KS,20,137,"Norton County, Kansas",398,166,232
81,KS,20,139,"Osage County, Kansas",1997,852,1145
82,KS,20,141,"Osborne County, Kansas",564,232,332
83,KS,20,143,"Ottawa County, Kansas",466,217,249
84,KS,20,145,"Pawnee County, Kansas",464,179,285
85,KS,20,147,"Phillips County, Kansas",494,207,287
86,KS,20,149,"Pottawatomie County, Kansas",1992,859,1133
87,KS,20,151,"Pratt County, Kansas",1144,511,633
88,KS,20,153,"Rawlins County, Kansas",250,108,142
89,KS,20,155,"Reno County, Kansas",7457,3277,4180
90,KS,20,157,"Republic County, Kansas",599,248,351
91,KS,20,159,"Rice County, Kansas",1365,641,724
92,KS,20,161,"Riley County, Kansas",14922,7227,7695
93,KS,20,163,"Rooks County, Kansas",723,367,356
94,KS,20,165,"Rush County, Kansas",292,123,169
95,KS,20,167,"Russell County, Kansas",885,442,443
96,KS,20,169,"Saline County, Kansas",8700,3648,5052
97,KS,20,171,"Scott County, Kansas",319,104,215
98,KS,20,173,"Sedgwick County, Kansas",75400,34214,41186
99,KS,20,175,"Seward County, Kansas",4350,1771,2579
100,KS,20,177,"Shawnee County, Kansas",26445,12850,13595
101,KS,20,179,"Sheridan County, Kansas",165,49,116
102,KS,20,181,"Sherman County, Kansas",1125,605,520
103,KS,20,183,"Smith County, Kansas",543,207,336
104,KS,20,185,"Stafford County, Kansas",675,351,324
105,KS,20,187,"Stanton County, Kansas",113,41,72
106,KS,20,189,"Stevens County, Kansas",1037,423,614
107,KS,20,191,"Sumner County, Kansas",2869,1134,1735
108,KS,20,193,"Thomas County, Kansas",733,337,396
109,KS,20,195,"Trego County, Kansas",119,54,65
110,KS,20,197,"Wabaunsee County, Kansas",404,149,255
111,KS,20,199,"Wallace County, Kansas",129,54,75
112,KS,20,201,"Washington County, Kansas",649,265,384
113,KS,20,203,"Wichita County, Kansas",214,122,92
114,KS,20,205,"Wilson County, Kansas",1639,813,826
115,KS,20,207,"Woodson County, Kansas",714,328,386
116,KS,20,209,"Wyandotte County, Kansas",37963,17111,20852
12,KY,21,001,"Adair County, Kentucky",3789,1677,2112
13,KY,21,003,"Allen County, Kentucky",3454,1622,1832
14,KY,21,005,"Anderson County, Kentucky",2223,1071,1152
15,KY,21,007,"Ballard County, Kentucky",1295,521,774
16,KY,21,009,"Barren County, Kentucky",8598,3891,4707
17,KY,21,011,"Bath County, Kentucky",3122,1519,1603
18,KY,21,013,"Bell County, Kentucky",10233,4422,5811
19,KY,21,015,"Boone County, Kentucky",10156,4171,5985
20,KY,21,017,"Bourbon County, Kentucky",3272,1367,1905
21,KY,21,019,"Boyd County, Kentucky",9500,3956,5544
22,KY,21,021,"Boyle County, Kentucky",4291,1972,2319
23,KY,21,023,"Bracken County, Kentucky",1544,695,849
24,KY,21,025,"Breathitt County, Kentucky",4366,2095,2271
25,KY,21,027,"Breckinridge County, Kentucky",3422,1525,1897
26,KY,21,029,"Bullitt County, Kentucky",7911,3531,4380
27,KY,21,031,"Butler County, Kentucky",3667,1636,2031
28,KY,21,033,"Caldwell County, Kentucky",2544,1119,1425
29,KY,21,035,"Calloway County, Kentucky",8015,3642,4373
30,KY,21,037,"Campbell County, Kentucky",12883,5671,7212
31,KY,21,039,"Carlisle County, Kentucky",970,388,582
32,KY,21,041,"Carroll County, Kentucky",2898,1409,1489
33,KY,21,043,"Carter County, Kentucky",4682,2153,2529
34,KY,21,045,"Casey County, Kentucky",3969,1878,2091
35,KY,21,047,"Christian County, Kentucky",13576,5438,8138
36,KY,21,049,"Clark County, Kentucky",5401,2194,3207
37,KY,21,051,"Clay County, Kentucky",7732,3730,4002
38,KY,21,053,"Clinton County, Kentucky",2435,1078,1357
39,KY,21,055,"Crittenden County, Kentucky",1974,950,1024
40,KY,21,057,"Cumberland County, Kentucky",1682,652,1030
41,KY,21,059,"Daviess County, Kentucky",14948,6723,8225
42,KY,21,061,"Edmonson County, Kentucky",2296,971,1325
43,KY,21,063,"Elliott County, Kentucky",2079,1023,1056
44,KY,21,065,"Estill County, Kentucky",4199,1957,2242
45,KY,21,067,"Fayette County, Kentucky",55900,26117,29783
46,KY,21,069,"Fleming County, Kentucky",2907,1232,1675
47,KY,21,071,"Floyd County, Kentucky",11441,5471,5970
48,KY,21,073,"Franklin County, Kentucky",6990,3195,3795
49,KY,21,075,"Fulton County, Kentucky",1641,763,878
50,KY,21,077,"Gallatin County, Kentucky",1294,589,705
51,KY,21,079,"Garrard County, Kentucky",3653,1729,1924
52,KY,21,081,"Grant County, Kentucky",4445,1914,2531
53,KY,21,083,"Graves County, Kentucky",6342,2715,3627
54,KY,21,085,"Grayson County, Kentucky",6119,2731,3388
55,KY,21,087,"Green County, Kentucky",2216,1047,1169
56,KY,21,089,"Greenup County, Kentucky",6355,2848,3507
57,KY,21,091,"Hancock County, Kentucky",1360,654,706
58,KY,21,093,"Hardin County, Kentucky",14886,5818,9068
59,KY,21,095,"Harlan County, Kentucky",8661,3763,4898
60,KY,21,097,"Harrison County, Kentucky",4069,1749,2320
61,KY,21,099,"Hart County, Kentucky",4507,2082,2425
62,KY,21,101,"Henderson County, Kentucky",8602,3810,4792
63,KY,21,103,"Henry County, Kentucky",2798,1226,1572
64,KY,21,105,"Hickman County, Kentucky",675,284,391
65,KY,21,107,"Hopkins County, Kentucky",7799,3301,4498
66,KY,21,109,"Jackson County, Kentucky",4163,1963,2200
67,KY,21,111,"Jefferson County, Kentucky",121683,54397,67286
68,KY,21,113,"Jessamine County, Kentucky",9190,4128,5062
69,KY,21,115,"Johnson County, Kentucky",5977,2721,3256
70,KY,21,117,"Kenton County, Kentucky",23432,10164,13268
71,KY,21,119,"Knott County, Kentucky",4308,1935,2373
72,KY,21,121,"Knox County, Kentucky",10093,4551,5542
73,KY,21,123,"Larue County, Kentucky",2460,1058,1402
74,KY,21,125,"Laurel County, Kentucky",13588,6216,7372
75,KY,21,127,"Lawrence County, Kentucky",3548,1619,1929
76,KY,21,129,"Lee County, Kentucky",2003,952,1051
77,KY,21,131,"Leslie County, Kentucky",3051,1360,1691
78,KY,21,133,"Letcher County, Kentucky",6614,3158,3456
79,KY,21,135,"Lewis County, Kentucky",4151,1885,2266
80,KY,21,137,"Lincoln County, Kentucky",6039,2656,3383
81,KY,21,139,"Livingston County, Kentucky",1362,518,844
82,KY,21,141,"Logan County, Kentucky",5103,2411,2692
83,KY,21,143,"Lyon County, Kentucky",1002,340,662
84,KY,21,145,"McCracken County, Kentucky",10763,4614,6149
85,KY,21,147,"McCreary County, Kentucky",6723,3259,3464
86,KY,21,149,"McLean County, Kentucky",1983,1026,957
87,KY,21,151,"Madison County, Kentucky",16792,7821,8971
88,KY,21,153,"Magoffin County, Kentucky",3672,1659,2013
89,KY,21,155,"Marion County, Kentucky",3784,1646,2138
90,KY,21,157,"Marshall County, Kentucky",3287,1524,1763
91,KY,21,159,"Martin County, Kentucky",3896,1753,2143
92,KY,21,161,"Mason County, Kentucky",3087,1549,1538
93,KY,21,163,"Meade County, Kentucky",4810,2187,2623
94,KY,21,165,"Menifee County, Kentucky",1851,917,934
95,KY,21,167,"Mercer County, Kentucky",3862,1709,2153
96,KY,21,169,"Metcalfe County, Kentucky",2158,932,1226
97,KY,21,171,"Monroe County, Kentucky",2937,1363,1574
98,KY,21,173,"Montgomery County, Kentucky",6956,3141,3815
99,KY,21,175,"Morgan County, Kentucky",3249,1464,1785
100,KY,21,177,"Muhlenberg County, Kentucky",6000,2750,3250
101,KY,21,179,"Nelson County, Kentucky",7072,3347,3725
102,KY,21,181,"Nicholas County, Kentucky",1624,754,870
103,KY,21,183,"Ohio County, Kentucky",5208,2466,2742
104,KY,21,185,"Oldham County, Kentucky",3503,1271,2232
105,KY,21,187,"Owen County, Kentucky",1780,810,970
106,KY,21,189,"Owsley County, Kentucky",1710,810,900
107,KY,21,191,"Pendleton County, Kentucky",2188,875,1313
108,KY,21,193,"Perry County, Kentucky",6894,2903,3991
109,KY,21,195,"Pike County, Kentucky",14256,6146,8110
110,KY,21,197,"Powell County, Kentucky",3392,1361,2031
111,KY,21,199,"Pulaski County, Kentucky",16497,7900,8597
112,KY,21,201,"Robertson County, Kentucky",473,215,258
113,KY,21,203,"Rockcastle County, Kentucky",4105,1907,2198
114,KY,21,205,"Rowan County, Kentucky",5410,2340,3070
115,KY,21,207,"Russell County, Kentucky",4475,2055,2420
116,KY,21,209,"Scott County, Kentucky",5332,2152,3180
117,KY,21,211,"Shelby County, Kentucky",5566,2671,2895
118,KY,21,213,"Simpson County, Kentucky",3473,1486,1987
119,KY,21,215,"Spencer County, Kentucky",1466,577,889
120,KY,21,217,"Taylor County, Kentucky",5658,2390,3268
121,KY,21,219,"Todd County, Kentucky",2277,927,1350
122,KY,21,221,"Trigg County, Kentucky",2500,1030,1470
123,KY,21,223,"Trimble County, Kentucky",1486,737,749
124,KY,21,225,"Union County, Kentucky",4091,2171,1920
125,KY,21,227,"Warren County, Kentucky",21047,9159,11888
126,KY,21,229,"Washington County, Kentucky",2034,969,1065
127,KY,21,231,"Wayne County, Kentucky",5477,2505,2972
128,KY,21,233,"Webster County, Kentucky",2296,1117,1179
129,KY,21,235,"Whitley County, Kentucky",8871,4030,4841
130,KY,21,237,"Wolfe County, Kentucky",3058,1537,1521
131,KY,21,239,"Woodford County, Kentucky",3259,1279,1980
12,LA,22,001,"Acadia Parish, Louisiana",12539,4702,7837
13,LA,22,003,"Allen Parish, Louisiana",3501,1568,1933
14,LA,22,005,"Ascension Parish, Louisiana",13447,5551,7896
15,LA,22,007,"Assumption Parish, Louisiana",3643,1673,1970
16,LA,22,009,"Avoyelles Parish, Louisiana",8750,3408,5342
17,LA,22,011,"Beauregard Parish, Louisiana",7137,3103,4034
18,LA,22,013,"Bienville Parish, Louisiana",3754,1397,2357
19,LA,22,015,"Bossier Parish, Louisiana",17303,7402,9901
20,LA,22,017,"Caddo Parish, Louisiana",53752,23393,30359
21,LA,22,019,"Calcasieu Parish, Louisiana",32864,13822,19042
22,LA,22,021,"Caldwell Parish, Louisiana",2053,876,1177
23,LA,22,023,"Cameron Parish, Louisiana",650,317,333
24,LA,22,025,"Catahoula Parish, Louisiana",1890,872,1018
25,LA,22,027,"Claiborne Parish, Louisiana",4058,2023,2035
26,LA,22,029,"Concordia Parish, Louisiana",5598,2400,3198
27,LA,22,031,"De Soto Parish, Louisiana",7059,3061,3998
28,LA,22,033,"East Baton Rouge Parish, Louisiana",85254,37081,48173
29,LA,22,035,"East Carroll Parish, Louisiana",2903,1374,1529
30,LA,22,037,"East Feliciana Parish, Louisiana",3317,1569,1748
31,LA,22,039,"Evangeline Parish, Louisiana",8373,3718,4655
32,LA,22,041,"Franklin Parish, Louisiana",5847,2294,3553
33,LA,22,043,"Grant Parish, Louisiana",3460,1459,2001
34,LA,22,045,"Iberia Parish, Louisiana",14277,6094,8183
35,LA,22,047,"Iberville Parish, Louisiana",5612,2473,3139
36,LA,22,049,"Jackson Parish, Louisiana",3981,1799,2182
37,LA,22,051,"Jefferson Parish, Louisiana",72319,30773,41546
38,LA,22,053,"Jefferson Davis Parish, Louisiana",6462,2713,3749
39,LA,22,055,"Lafayette Parish, Louisiana",36346,15225,21121
40,LA,22,057,"Lafourche Parish, Louisiana",14117,5730,8387
41,LA,22,059,"LaSalle Parish, Louisiana",2857,1184,1673
42,LA,22,061,"Lincoln Parish, Louisiana",14146,6360,7786
43,LA,22,063,"Livingston Parish, Louisiana",19086,7960,11126
44,LA,22,065,"Madison Parish, Louisiana",3962,1840,2122
45,LA,22,067,"Morehouse Parish, Louisiana",7432,3212,4220
46,LA,22,069,"Natchitoches Parish, Louisiana",11208,4921,6287
47,LA,22,071,"Orleans Parish, Louisiana",98823,42998,55825
48,LA,22,073,"Ouachita Parish, Louisiana",36312,14458,21854
49,LA,22,075,"Plaquemines Parish, Louisiana",3775,1348,2427
50,LA,22,077,"Pointe Coupee Parish, Louisiana",4368,1876,2492
51,LA,22,079,"Rapides Parish, Louisiana",26645,11724,14921
52,LA,22,081,"Red River Parish, Louisiana",1937,803,1134
53,LA,22,083,"Richland Parish, Louisiana",4154,1825,2329
54,LA,22,085,"Sabine Parish, Louisiana",4626,1836,2790
55,LA,22,087,"St. Bernard Parish, Louisiana",8209,3529,4680
56,LA,22,089,"St. Charles Parish, Louisiana",6152,2412,3740
57,LA,22,091,"St. Helena Parish, Louisiana",2854,1309,1545
58,LA,22,093,"St. James Parish, Louisiana",3841,1845,1996
59,LA,22,095,"St. John the Baptist Parish, Louisiana",7893,3390,4503
60,LA,22,097,"St. Landry Parish, Louisiana",22970,9790,13180
61,LA,22,099,"St. Martin Parish, Louisiana",9388,3920,5468
62,LA,22,101,"St. Mary Parish, Louisiana",11746,4967,6779
63,LA,22,103,"St. Tammany Parish, Louisiana",27482,11568,15914
64,LA,22,105,"Tangipahoa Parish, Louisiana",26962,11734,15228
65,LA,22,107,"Tensas Parish, Louisiana",1685,731,954
66,LA,22,109,"Terrebonne Parish, Louisiana",21627,9182,12445
67,LA,22,111,"Union Parish, Louisiana",6166,2682,3484
68,LA,22,113,"Vermilion Parish, Louisiana",10379,4185,6194
69,LA,22,115,"Vernon Parish, Louisiana",7403,3280,4123
70,LA,22,117,"Washington Parish, Louisiana",11811,5364,6447
71,LA,22,119,"Webster Parish, Louisiana",9327,4117,5210
72,LA,22,121,"West Baton Rouge Parish, Louisiana",4662,1883,2779
73,LA,22,123,"West Carroll Parish, Louisiana",2746,1066,1680
74,LA,22,125,"West Feliciana Parish, Louisiana",1914,1016,898
75,LA,22,127,"Winn Parish, Louisiana",3466,1506,1960
12,MA,25,001,"Barnstable County, Massachusetts",18392,8191,10201
13,MA,25,003,"Berkshire County, Massachusetts",16038,6834,9204
14,MA,25,005,"Bristol County, Massachusetts",68016,29385,38631
15,MA,25,007,"Dukes County, Massachusetts",1970,802,1168
16,MA,25,009,"Essex County, Massachusetts",85417,35457,49960
17,MA,25,011,"Franklin County, Massachusetts",8210,3508,4702
18,MA,25,013,"Hampden County, Massachusetts",79308,34517,44791
19,MA,25,015,"Hampshire County, Massachusetts",20317,9564,10753
20,MA,25,017,"Middlesex County, Massachusetts",124958,53601,71357
21,MA,25,019,"Nantucket County, Massachusetts",1205,657,548
22,MA,25,021,"Norfolk County, Massachusetts",44199,17778,26421
23,MA,25,023,"Plymouth County, Massachusetts",40309,17589,22720
24,MA,25,025,"Suffolk County, Massachusetts",148278,64005,84273
25,MA,25,027,"Worcester County, Massachusetts",92288,40222,52066
12,MD,24,001,"Allegany County, Maryland",11927,5722,6205
13,MD,24,003,"Anne Arundel County, Maryland",31573,13598,17975
14,MD,24,005,"Baltimore County, Maryland",75464,30881,44583
15,MD,24,009,"Calvert County, Maryland",5207,2044,3163
16,MD,24,011,"Caroline County, Maryland",5086,2254,2832
17,MD,24,013,"Carroll County, Maryland",9205,4085,5120
18,MD,24,015,"Cecil County, Maryland",10179,4664,5515
19,MD,24,017,"Charles County, Maryland",11905,4933,6972
20,MD,24,019,"Dorchester County, Maryland",5275,2146,3129
21,MD,24,021,"Frederick County, Maryland",16204,7194,9010
22,MD,24,023,"Garrett County, Maryland",3615,1673,1942
23,MD,24,025,"Harford County, Maryland",19854,8342,11512
24,MD,24,027,"Howard County, Maryland",15759,6684,9075
25,MD,24,029,"Kent County, Maryland",2051,825,1226
26,MD,24,031,"Montgomery County, Maryland",67820,28612,39208
27,MD,24,033,"Prince George's County, Maryland",84018,36085,47933
28,MD,24,035,"Queen Anne's County, Maryland",3588,1721,1867
29,MD,24,037,"St. Mary's County, Maryland",8384,3098,5286
30,MD,24,039,"Somerset County, Maryland",4681,1834,2847
31,MD,24,041,"Talbot County, Maryland",4202,1493,2709
32,MD,24,043,"Washington County, Maryland",18094,7436,10658
33,MD,24,045,"Wicomico County, Maryland",15493,6604,8889
34,MD,24,047,"Worcester County, Maryland",5567,2436,3131
35,MD,24,510,"Baltimore city, Maryland",141654,62133,79521
12,ME,23,001,"Androscoggin County, Maine",16332,7347,8985
13,ME,23,003,"Aroostook County, Maine",12608,5761,6847
14,ME,23,005,"Cumberland County, Maine",32339,15055,17284
15,ME,23,007,"Franklin County, Maine",4318,1971,2347
16,ME,23,009,"Hancock County, Maine",7196,3075,4121
17,ME,23,011,"Kennebec County, Maine",16256,7316,8940
18,ME,23,013,"Knox County, Maine",4304,2232,2072
19,ME,23,015,"Lincoln County, Maine",4073,1809,2264
20,ME,23,017,"Oxford County, Maine",9911,4357,5554
21,ME,23,019,"Penobscot County, Maine",24933,11157,13776
22,ME,23,021,"Piscataquis County, Maine",3520,1643,1877
23,ME,23,023,"Sagadahoc County, Maine",4200,1710,2490
24,ME,23,025,"Somerset County, Maine",8907,4162,4745
25,ME,23,027,"Waldo County, Maine",6243,2895,3348
26,ME,23,029,"Washington County, Maine",5946,2598,3348
27,ME,23,031,"York County, Maine",19192,7672,11520
12,MI,26,001,"Alcona County, Michigan",1575,709,866
13,MI,26,003,"Alger County, Michigan",1213,635,578
14,MI,26,005,"Allegan County, Michigan",14185,6447,7738
15,MI,26,007,"Alpena County, Michigan",4898,2193,2705
16,MI,26,009,"Antrim County, Michigan",3316,1451,1865
17,MI,26,011,"Arenac County, Michigan",3013,1512,1501
18,MI,26,013,"Baraga County, Michigan",992,423,569
19,MI,26,015,"Barry County, Michigan",6377,2907,3470
20,MI,26,017,"Bay County, Michigan",15804,7485,8319
21,MI,26,019,"Benzie County, Michigan",1989,936,1053
22,MI,26,021,"Berrien County, Michigan",26719,11545,15174
23,MI,26,023,"Branch County, Michigan",7310,3527,3783
24,MI,26,025,"Calhoun County, Michigan",22931,10265,12666
25,MI,26,027,"Cass County, Michigan",7576,3689,3887
26,MI,26,029,"Charlevoix County, Michigan",3181,1431,1750
27,MI,26,031,"Cheboygan County, Michigan",4595,2023,2572
28,MI,26,033,"Chippewa County, Michigan",6485,3312,3173
29,MI,26,035,"Clare County, Michigan",7895,3545,4350
30,MI,26,037,"Clinton County, Michigan",8933,4098,4835
31,MI,26,039,"Crawford County, Michigan",2073,977,1096
32,MI,26,041,"Delta County, Michigan",6227,2966,3261
33,MI,26,043,"Dickinson County, Michigan",3523,1489,2034
34,MI,26,045,"Eaton County, Michigan",11524,5064,6460
35,MI,26,047,"Emmet County, Michigan",3506,1504,2002
36,MI,26,049,"Genesee County, Michigan",85696,38849,46847
37,MI,26,051,"Gladwin County, Michigan",5211,2382,2829
38,MI,26,053,"Gogebic County, Michigan",2859,1339,1520
39,MI,26,055,"Grand Traverse County, Michigan",9575,4520,5055
40,MI,26,057,"Gratiot County, Michigan",6792,2868,3924
41,MI,26,059,"Hillsdale County, Michigan",8982,4302,4680
42,MI,26,061,"Houghton County, Michigan",7406,4283,3123
43,MI,26,063,"Huron County, Michigan",4486,2093,2393
44,MI,26,065,"Ingham County, Michigan",59468,27305,32163
45,MI,26,067,"Ionia County, Michigan",9084,4395,4689
46,MI,26,069,"Iosco County, Michigan",4395,2005,2390
47,MI,26,071,"Iron County, Michigan",1749,875,874
48,MI,26,073,"Isabella County, Michigan",19390,9228,10162
49,MI,26,075,"Jackson County, Michigan",25464,11251,14213
50,MI,26,077,"Kalamazoo County, Michigan",45473,20808,24665
51,MI,26,079,"Kalkaska County, Michigan",2875,1379,1496
52,MI,26,081,"Kent County, Michigan",93489,42845,50644
53,MI,26,083,"Keweenaw County, Michigan",336,169,167
54,MI,26,085,"Lake County, Michigan",3164,1509,1655
55,MI,26,087,"Lapeer County, Michigan",9152,4261,4891
56,MI,26,089,"Leelanau County, Michigan",2245,1099,1146
57,MI,26,091,"Lenawee County, Michigan",13427,6044,7383
58,MI,26,093,"Livingston County, Michigan",10895,4813,6082
59,MI,26,095,"Luce County, Michigan",1059,453,606
60,MI,26,097,"Mackinac County, Michigan",1730,818,912
61,MI,26,099,"Macomb County, Michigan",106546,46437,60109
62,MI,26,101,"Manistee County, Michigan",3918,1767,2151
63,MI,26,103,"Marquette County, Michigan",10689,4951,5738
64,MI,26,105,"Mason County, Michigan",4861,2242,2619
65,MI,26,107,"Mecosta County, Michigan",9338,4257,5081
66,MI,26,109,"Menominee County, Michigan",3774,1517,2257
67,MI,26,111,"Midland County, Michigan",10955,4988,5967
68,MI,26,113,"Missaukee County, Michigan",2490,1153,1337
69,MI,26,115,"Monroe County, Michigan",16860,7388,9472
70,MI,26,117,"Montcalm County, Michigan",10924,4760,6164
71,MI,26,119,"Montmorency County, Michigan",1568,611,957
72,MI,26,121,"Muskegon County, Michigan",31550,14092,17458
73,MI,26,123,"Newaygo County, Michigan",8605,3978,4627
74,MI,26,125,"Oakland County, Michigan",123086,54727,68359
75,MI,26,127,"Oceana County, Michigan",5285,2524,2761
76,MI,26,129,"Ogemaw County, Michigan",4537,2019,2518
77,MI,26,131,"Ontonagon County, Michigan",967,464,503
78,MI,26,133,"Osceola County, Michigan",5032,2248,2784
79,MI,26,135,"Oscoda County, Michigan",1656,770,886
80,MI,26,137,"Otsego County, Michigan",3270,1318,1952
81,MI,26,139,"Ottawa County, Michigan",27361,12381,14980
82,MI,26,141,"Presque Isle County, Michigan",1761,792,969
83,MI,26,143,"Roscommon County, Michigan",4885,2222,2663
84,MI,26,145,"Saginaw County, Michigan",34825,15792,19033
85,MI,26,147,"St. Clair County, Michigan",23128,10571,12557
86,MI,26,149,"St. Joseph County, Michigan",10319,4684,5635
87,MI,26,151,"Sanilac County, Michigan",6522,2816,3706
88,MI,26,153,"Schoolcraft County, Michigan",1735,831,904
89,MI,26,155,"Shiawassee County, Michigan",9790,4325,5465
90,MI,26,157,"Tuscola County, Michigan",8317,3963,4354
91,MI,26,159,"Van Buren County, Michigan",14029,6400,7629
92,MI,26,161,"Washtenaw County, Michigan",51965,25329,26636
93,MI,26,163,"Wayne County, Michigan",440449,200486,239963
94,MI,26,165,"Wexford County, Michigan",5631,2846,2785
12,MN,27,001,"Aitkin County, Minnesota",1937,960,977
13,MN,27,003,"Anoka County, Minnesota",25925,12012,13913
14,MN,27,005,"Becker County, Minnesota",4160,1754,2406
15,MN,27,007,"Beltrami County, Minnesota",8118,3825,4293
16,MN,27,009,"Benton County, Minnesota",5732,2314,3418
17,MN,27,011,"Big Stone County, Minnesota",719,260,459
18,MN,27,013,"Blue Earth County, Minnesota",11745,5827,5918
19,MN,27,015,"Brown County, Minnesota",1887,931,956
20,MN,27,017,"Carlton County, Minnesota",4727,2502,2225
21,MN,27,019,"Carver County, Minnesota",4172,1886,2286
22,MN,27,021,"Cass County, Minnesota",4656,2195,2461
23,MN,27,023,"Chippewa County, Minnesota",1454,571,883
24,MN,27,025,"Chisago County, Minnesota",2889,1389,1500
25,MN,27,027,"Clay County, Minnesota",7202,3333,3869
26,MN,27,029,"Clearwater County, Minnesota",1451,704,747
27,MN,27,031,"Cook County, Minnesota",588,242,346
28,MN,27,033,"Cottonwood County, Minnesota",1905,862,1043
29,MN,27,035,"Crow Wing County, Minnesota",7028,3396,3632
30,MN,27,037,"Dakota County, Minnesota",31270,13735,17535
31,MN,27,039,"Dodge County, Minnesota",1342,575,767
32,MN,27,041,"Douglas County, Minnesota",3438,1671,1767
33,MN,27,043,"Faribault County, Minnesota",1878,814,1064
34,MN,27,045,"Fillmore County, Minnesota",2280,1062,1218
35,MN,27,047,"Freeborn County, Minnesota",3679,1371,2308
36,MN,27,049,"Goodhue County, Minnesota",5104,2254,2850
37,MN,27,051,"Grant County, Minnesota",533,209,324
38,MN,27,053,"Hennepin County, Minnesota",146382,68632,77750
39,MN,27,055,"Houston County, Minnesota",2031,1013,1018
40,MN,27,057,"Hubbard County, Minnesota",2368,1092,1276
41,MN,27,059,"Isanti County, Minnesota",2802,1404,1398
42,MN,27,061,"Itasca County, Minnesota",6018,2849,3169
43,MN,27,063,"Jackson County, Minnesota",1085,524,561
44,MN,27,065,"Kanabec County, Minnesota",2242,1011,1231
45,MN,27,067,"Kandiyohi County, Minnesota",4877,2120,2757
46,MN,27,069,"Kittson County, Minnesota",474,179,295
47,MN,27,071,"Koochiching County, Minnesota",1937,956,981
48,MN,27,073,"Lac qui Parle County, Minnesota",561,250,311
49,MN,27,075,"Lake County, Minnesota",1364,687,677
50,MN,27,077,"Lake of the Woods County, Minnesota",363,162,201
51,MN,27,079,"Le Sueur County, Minnesota",2482,1203,1279
52,MN,27,081,"Lincoln County, Minnesota",524,207,317
53,MN,27,083,"Lyon County, Minnesota",3456,1351,2105
54,MN,27,085,"McLeod County, Minnesota",2866,1279,1587
55,MN,27,087,"Mahnomen County, Minnesota",1350,638,712
56,MN,27,089,"Marshall County, Minnesota",734,286,448
57,MN,27,091,"Martin County, Minnesota",2286,870,1416
58,MN,27,093,"Meeker County, Minnesota",2282,951,1331
59,MN,27,095,"Mille Lacs County, Minnesota",3080,1382,1698
60,MN,27,097,"Morrison County, Minnesota",3687,1602,2085
61,MN,27,099,"Mower County, Minnesota",5410,2667,2743
62,MN,27,101,"Murray County, Minnesota",771,335,436
63,MN,27,103,"Nicollet County, Minnesota",3814,1884,1930
64,MN,27,105,"Nobles County, Minnesota",3320,1569,1751
65,MN,27,107,"Norman County, Minnesota",846,383,463
66,MN,27,109,"Olmsted County, Minnesota",13237,5835,7402
67,MN,27,111,"Otter Tail County, Minnesota",5635,2449,3186
68,MN,27,113,"Pennington County, Minnesota",1286,567,719
69,MN,27,115,"Pine County, Minnesota",4015,1890,2125
70,MN,27,117,"Pipestone County, Minnesota",1182,449,733
71,MN,27,119,"Polk County, Minnesota",3987,1987,2000
72,MN,27,121,"Pope County, Minnesota",1011,431,580
73,MN,27,123,"Ramsey County, Minnesota",84589,38727,45862
74,MN,27,125,"Red Lake County, Minnesota",431,206,225
75,MN,27,127,"Redwood County, Minnesota",1825,900,925
76,MN,27,129,"Renville County, Minnesota",1646,676,970
77,MN,27,131,"Rice County, Minnesota",6469,2720,3749
78,MN,27,133,"Rock County, Minnesota",1067,431,636
79,MN,27,135,"Roseau County, Minnesota",1637,749,888
80,MN,27,137,"St. Louis County, Minnesota",30869,14248,16621
81,MN,27,139,"Scott County, Minnesota",7747,3527,4220
82,MN,27,141,"Sherburne County, Minnesota",6966,2952,4014
83,MN,27,143,"Sibley County, Minnesota",1584,699,885
84,MN,27,145,"Stearns County, Minnesota",19570,9275,10295
85,MN,27,147,"Steele County, Minnesota",3721,1400,2321
86,MN,27,149,"Stevens County, Minnesota",1727,895,832
87,MN,27,151,"Swift County, Minnesota",1167,397,770
88,MN,27,153,"Todd County, Minnesota",3548,1677,1871
89,MN,27,155,"Traverse County, Minnesota",341,139,202
90,MN,27,157,"Wabasha County, Minnesota",1547,742,805
91,MN,27,159,"Wadena County, Minnesota",2211,979,1232
92,MN,27,161,"Waseca County, Minnesota",1544,752,792
93,MN,27,163,"Washington County, Minnesota",13109,5830,7279
94,MN,27,165,"Watonwan County, Minnesota",1182,351,831
95,MN,27,167,"Wilkin County, Minnesota",627,219,408
96,MN,27,169,"Winona County, Minnesota",6933,3476,3457
97,MN,27,171,"Wright County, Minnesota",7846,3355,4491
98,MN,27,173,"Yellow Medicine County, Minnesota",1175,588,587
12,MO,29,001,"Adair County, Missouri",6105,2917,3188
13,MO,29,003,"Andrew County, Missouri",1531,828,703
14,MO,29,005,"Atchison County, Missouri",693,298,395
15,MO,29,007,"Audrain County, Missouri",4401,2030,2371
16,MO,29,009,"Barry County, Missouri",7072,3303,3769
