,State,StateFIPS,CountyFIPS,AreaName,All_Poverty,M_Poverty,F_Poverty
46,VA,51,071,"Giles County, Virginia",1891,851,1040
47,VA,51,073,"Gloucester County, Virginia",2735,1165,1570
48,VA,51,075,"Goochland County, Virginia",1163,520,643
49,VA,51,077,"Grayson County, Virginia",3244,1359,1885
50,VA,51,079,"Greene County, Virginia",1853,751,1102
51,VA,51,081,"Greensville County, Virginia",1490,497,993
52,VA,51,083,"Halifax County, Virginia",6675,3041,3634
53,VA,51,085,"Hanover County, Virginia",5976,2392,3584
54,VA,51,087,"Henrico County, Virginia",33914,14118,19796
55,VA,51,089,"Henry County, Virginia",9520,4167,5353
56,VA,51,091,"Highland County, Virginia",282,88,194
57,VA,51,093,"Isle of Wight County, Virginia",4137,1943,2194
58,VA,51,095,"James City County, Virginia",5648,2559,3089
59,VA,51,097,"King and Queen County, Virginia",949,470,479
60,VA,51,099,"King George County, Virginia",1366,522,844
61,VA,51,101,"King William County, Virginia",1897,835,1062
62,VA,51,103,"Lancaster County, Virginia",1246,551,695
63,VA,51,105,"Lee County, Virginia",6027,2490,3537
64,VA,51,107,"Loudoun County, Virginia",14047,5850,8197
65,VA,51,109,"Louisa County, Virginia",3385,1584,1801
66,VA,51,111,"Lunenburg County, Virginia",2279,1015,1264
67,VA,51,113,"Madison County, Virginia",1613,725,888
68,VA,51,115,"Mathews County, Virginia",613,274,339
69,VA,51,117,"Mecklenburg County, Virginia",5975,2697,3278
70,VA,51,119,"Middlesex County, Virginia",982,462,520
71,VA,51,121,"Montgomery County, Virginia",21707,11805,9902
72,VA,51,125,"Nelson County, Virginia",2159,1131,1028
73,VA,51,127,"New Kent County, Virginia",1327,485,842
74,VA,51,131,"Northampton County, Virginia",2730,1193,1537
75,VA,51,133,"Northumberland County, Virginia",1352,537,815
76,VA,51,135,"Nottoway County, Virginia",3444,1760,1684
77,VA,51,137,"Orange County, Virginia",4105,1637,2468
78,VA,51,139,"Page County, Virginia",3880,1813,2067
79,VA,51,141,"Patrick County, Virginia",3818,1918,1900
80,VA,51,143,"Pittsylvania County, Virginia",9944,3897,6047
81,VA,51,145,"Powhatan County, Virginia",1252,476,776
82,VA,51,147,"Prince Edward County, Virginia",3883,1503,2380
83,VA,51,149,"Prince George County, Virginia",3370,1612,1758
84,VA,51,153,"Prince William County, Virginia",28739,12982,15757
85,VA,51,155,"Pulaski County, Virginia",4506,2063,2443
86,VA,51,157,"Rappahannock County, Virginia",733,323,410
87,VA,51,159,"Richmond County, Virginia",748,289,459
88,VA,51,161,"Roanoke County, Virginia",7607,3482,4125
89,VA,51,163,"Rockbridge County, Virginia",3085,1379,1706
90,VA,51,165,"Rockingham County, Virginia",8471,3839,4632
91,VA,51,167,"Russell County, Virginia",5777,2322,3455
92,VA,51,169,"Scott County, Virginia",4406,1945,2461
93,VA,51,171,"Shenandoah County, Virginia",5138,2009,3129
94,VA,51,173,"Smyth County, Virginia",5815,2757,3058
95,VA,51,175,"Southampton County, Virginia",2649,1175,1474
96,VA,51,177,"Spotsylvania County, Virginia",10396,4565,5831
97,VA,51,179,"Stafford County, Virginia",6948,2928,4020
98,VA,51,181,"Surry County, Virginia",881,403,478
99,VA,51,183,"Sussex County, Virginia",1362,439,923
100,VA,51,185,"Tazewell County, Virginia",7518,3186,4332
101,VA,51,187,"Warren County, Virginia",3696,1533,2163
102,VA,51,191,"Washington County, Virginia",6845,3161,3684
103,VA,51,193,"Westmoreland County, Virginia",2323,1045,1278
104,VA,51,195,"Wise County, Virginia",8414,3646,4768
105,VA,51,197,"Wythe County, Virginia",4356,2050,2306
106,VA,51,199,"York County, Virginia",4198,1815,2383
107,VA,51,510,"Alexandria city, Virginia",12359,4903,7456
108,VA,51,520,"Bristol city, Virginia",3496,1410,2086
109,VA,51,530,"Buena Vista city, Virginia",1755,529,1226
110,VA,51,540,"Charlottesville city, Virginia",10995,5182,5813
111,VA,51,550,"Chesapeake city, Virginia",21734,8627,13107
112,VA,51,570,"Colonial Heights city, Virginia",1974,837,1137
113,VA,51,580,"Covington city, Virginia",1437,587,850
114,VA,51,590,"Danville city, Virginia",9629,4000,5629
115,VA,51,595,"Emporia city, Virginia",1907,862,1045
116,VA,51,600,"Fairfax city, Virginia",1593,831,762
117,VA,51,610,"Falls Church city, Virginia",361,124,237
118,VA,51,620,"Franklin city, Virginia",1762,962,800
119,VA,51,630,"Fredericksburg city, Virginia",4108,1727,2381
120,VA,51,640,"Galax city, Virginia",1766,913,853
121,VA,51,650,"Hampton city, Virginia",20187,8590,11597
122,VA,51,660,"Harrisonburg city, Virginia",14326,6628,7698
123,VA,51,670,"Hopewell city, Virginia",4165,1792,2373
124,VA,51,678,"Lexington city, Virginia",678,205,473
125,VA,51,680,"Lynchburg city, Virginia",16775,7243,9532
126,VA,51,683,"Manassas city, Virginia",3945,1572,2373
127,VA,51,685,"Manassas Park city, Virginia",1232,646,586
128,VA,51,690,"Martinsville city, Virginia",3105,1269,1836
129,VA,51,700,"Newport News city, Virginia",26984,11787,15197
130,VA,51,710,"Norfolk city, Virginia",46288,21633,24655
131,VA,51,720,"Norton city, Virginia",949,369,580
132,VA,51,730,"Petersburg city, Virginia",8795,3584,5211
133,VA,51,735,"Poquoson city, Virginia",502,134,368
134,VA,51,740,"Portsmouth city, Virginia",17000,6563,10437
135,VA,51,750,"Radford city, Virginia",5497,2608,2889
136,VA,51,760,"Richmond city, Virginia",51828,22792,29036
137,VA,51,770,"Roanoke city, Virginia",20514,8945,11569
138,VA,51,775,"Salem city, Virginia",2578,1082,1496
139,VA,51,790,"Staunton city, Virginia",4052,1677,2375
140,VA,51,800,"Suffolk city, Virginia",9835,4190,5645
141,VA,51,810,"Virginia Beach city, Virginia",36267,15055,21212
142,VA,51,820,"Waynesboro city, Virginia",3796,1496,2300
143,VA,51,830,"Williamsburg city, Virginia",2401,1108,1293
144,VA,51,840,"Winchester city, Virginia",4200,1784,2416
12,VT,50,001,"Addison County, Vermont",3124,1498,1626
13,VT,50,003,"Bennington County, Vermont",4735,2226,2509
14,VT,50,005,"Caledonia County, Vermont",3733,1458,2275
15,VT,50,007,"Chittenden County, Vermont",17045,7513,9532
16,VT,50,009,"Essex County, Vermont",929,412,517
17,VT,50,011,"Franklin County, Vermont",4147,1893,2254
18,VT,50,013,"Grand Isle County, Vermont",598,275,323
19,VT,50,015,"Lamoille County, Vermont",2887,1126,1761
20,VT,50,017,"Orange County, Vermont",3498,1601,1897
21,VT,50,019,"Orleans County, Vermont",4070,1866,2204
22,VT,50,021,"Rutland County, Vermont",7276,3507,3769
23,VT,50,023,"Washington County, Vermont",5729,2530,3199
24,VT,50,025,"Windham County, Vermont",5421,2361,3060
25,VT,50,027,"Windsor County, Vermont",6041,2725,3316
12,WA,53,001,"Adams County, Washington",4019,1948,2071
13,WA,53,003,"Asotin County, Washington",3301,1474,1827
14,WA,53,005,"Benton County, Washington",26013,11805,14208
15,WA,53,007,"Chelan County, Washington",10466,4799,5667
16,WA,53,009,"Clallam County, Washington",10682,4864,5818
17,WA,53,011,"Clark County, Washington",49314,21861,27453
18,WA,53,013,"Columbia County, Washington",690,357,333
19,WA,53,015,"Cowlitz County, Washington",17609,8049,9560
20,WA,53,017,"Douglas County, Washington",5835,2677,3158
21,WA,53,019,"Ferry County, Washington",1659,906,753
22,WA,53,021,"Franklin County, Washington",15406,7067,8339
23,WA,53,023,"Garfield County, Washington",252,95,157
24,WA,53,025,"Grant County, Washington",16295,7498,8797
25,WA,53,027,"Grays Harbor County, Washington",12357,5580,6777
26,WA,53,029,"Island County, Washington",7430,3115,4315
27,WA,53,031,"Jefferson County, Washington",3508,1500,2008
28,WA,53,033,"King County, Washington",226204,105541,120663
29,WA,53,035,"Kitsap County, Washington",26349,11851,14498
30,WA,53,037,"Kittitas County, Washington",8804,3868,4936
31,WA,53,039,"Klickitat County, Washington",3150,1141,2009
32,WA,53,041,"Lewis County, Washington",12126,5448,6678
33,WA,53,043,"Lincoln County, Washington",1562,720,842
34,WA,53,045,"Mason County, Washington",10166,5632,4534
35,WA,53,047,"Okanogan County, Washington",8646,4399,4247
36,WA,53,049,"Pacific County, Washington",3918,1788,2130
37,WA,53,051,"Pend Oreille County, Washington",2753,1293,1460
38,WA,53,053,"Pierce County, Washington",102233,45865,56368
39,WA,53,055,"San Juan County, Washington",1823,731,1092
40,WA,53,057,"Skagit County, Washington",18815,8499,10316
41,WA,53,059,"Skamania County, Washington",1526,627,899
42,WA,53,061,"Snohomish County, Washington",74826,33579,41247
43,WA,53,063,"Spokane County, Washington",74110,35552,38558
44,WA,53,065,"Stevens County, Washington",7753,3573,4180
45,WA,53,067,"Thurston County, Washington",32101,14506,17595
46,WA,53,069,"Wahkiakum County, Washington",674,298,376
47,WA,53,071,"Walla Walla County, Washington",9535,4153,5382
48,WA,53,073,"Whatcom County, Washington",32328,14556,17772
49,WA,53,075,"Whitman County, Washington",12580,6698,5882
50,WA,53,077,"Yakima County, Washington",51694,23973,27721
12,WI,55,001,"Adams County, Wisconsin",2704,1437,1267
13,WI,55,003,"Ashland County, Wisconsin",2398,1017,1381
14,WI,55,005,"Barron County, Wisconsin",5640,2618,3022
15,WI,55,007,"Bayfield County, Wisconsin",1719,772,947
16,WI,55,009,"Brown County, Wisconsin",28969,12381,16588
17,WI,55,011,"Buffalo County, Wisconsin",1500,716,784
18,WI,55,013,"Burnett County, Wisconsin",2371,1171,1200
19,WI,55,015,"Calumet County, Wisconsin",3434,1377,2057
20,WI,55,017,"Chippewa County, Wisconsin",6081,2915,3166
21,WI,55,019,"Clark County, Wisconsin",5504,2419,3085
22,WI,55,021,"Columbia County, Wisconsin",4844,2124,2720
23,WI,55,023,"Crawford County, Wisconsin",2023,869,1154
24,WI,55,025,"Dane County, Wisconsin",64062,28989,35073
25,WI,55,027,"Dodge County, Wisconsin",7658,3436,4222
26,WI,55,029,"Door County, Wisconsin",2766,1255,1511
27,WI,55,031,"Douglas County, Wisconsin",6713,3156,3557
28,WI,55,033,"Dunn County, Wisconsin",6140,2632,3508
29,WI,55,035,"Eau Claire County, Wisconsin",14862,6739,8123
30,WI,55,037,"Florence County, Wisconsin",409,160,249
31,WI,55,039,"Fond du Lac County, Wisconsin",9071,3932,5139
32,WI,55,041,"Forest County, Wisconsin",1505,729,776
33,WI,55,043,"Grant County, Wisconsin",7318,3707,3611
34,WI,55,045,"Green County, Wisconsin",3253,1413,1840
35,WI,55,047,"Green Lake County, Wisconsin",2274,1143,1131
36,WI,55,049,"Iowa County, Wisconsin",2448,1154,1294
37,WI,55,051,"Iron County, Wisconsin",653,277,376
38,WI,55,053,"Jackson County, Wisconsin",2810,1234,1576
39,WI,55,055,"Jefferson County, Wisconsin",8597,3917,4680
40,WI,55,057,"Juneau County, Wisconsin",3567,1754,1813
41,WI,55,059,"Kenosha County, Wisconsin",24823,11271,13552
42,WI,55,061,"Kewaunee County, Wisconsin",1800,762,1038
43,WI,55,063,"La Crosse County, Wisconsin",16616,7106,9510
44,WI,55,065,"Lafayette County, Wisconsin",1800,809,991
45,WI,55,067,"Langlade County, Wisconsin",3063,1523,1540
46,WI,55,069,"Lincoln County, Wisconsin",2800,1249,1551
47,WI,55,071,"Manitowoc County, Wisconsin",7957,3304,4653
48,WI,55,073,"Marathon County, Wisconsin",14095,6537,7558
49,WI,55,075,"Marinette County, Wisconsin",5168,2229,2939
50,WI,55,077,"Marquette County, Wisconsin",2069,994,1075
51,WI,55,078,"Menominee County, Wisconsin",1535,735,800
52,WI,55,079,"Milwaukee County, Wisconsin",201124,91053,110071
53,WI,55,081,"Monroe County, Wisconsin",6676,3011,3665
54,WI,55,083,"Oconto County, Wisconsin",3466,1682,1784
55,WI,55,085,"Oneida County, Wisconsin",3632,1646,1986
56,WI,55,087,"Outagamie County, Wisconsin",15723,7230,8493
57,WI,55,089,"Ozaukee County, Wisconsin",4467,1716,2751
58,WI,55,091,"Pepin County, Wisconsin",947,403,544
59,WI,55,093,"Pierce County, Wisconsin",4615,2047,2568
60,WI,55,095,"Polk County, Wisconsin",4407,1978,2429
61,WI,55,097,"Portage County, Wisconsin",10095,5009,5086
62,WI,55,099,"Price County, Wisconsin",1860,888,972
63,WI,55,101,"Racine County, Wisconsin",23768,9979,13789
64,WI,55,103,"Richland County, Wisconsin",2609,1271,1338
65,WI,55,105,"Rock County, Wisconsin",23498,10753,12745
66,WI,55,107,"Rusk County, Wisconsin",2252,1121,1131
67,WI,55,109,"St. Croix County, Wisconsin",5502,2468,3034
68,WI,55,111,"Sauk County, Wisconsin",7656,3355,4301
69,WI,55,113,"Sawyer County, Wisconsin",2673,1195,1478
70,WI,55,115,"Shawano County, Wisconsin",4451,1998,2453
71,WI,55,117,"Sheboygan County, Wisconsin",10348,4731,5617
72,WI,55,119,"Taylor County, Wisconsin",2527,1150,1377
73,WI,55,121,"Trempealeau County, Wisconsin",3078,1355,1723
74,WI,55,123,"Vernon County, Wisconsin",4757,2125,2632
75,WI,55,125,"Vilas County, Wisconsin",3047,1365,1682
76,WI,55,127,"Walworth County, Wisconsin",13499,5855,7644
77,WI,55,129,"Washburn County, Wisconsin",2022,911,1111
78,WI,55,131,"Washington County, Wisconsin",7375,2950,4425
79,WI,55,133,"Waukesha County, Wisconsin",20433,8852,11581
80,WI,55,135,"Waupaca County, Wisconsin",5232,2328,2904
81,WI,55,137,"Waushara County, Wisconsin",2385,1092,1293
82,WI,55,139,"Winnebago County, Wisconsin",19209,8291,10918
83,WI,55,141,"Wood County, Wisconsin",7996,3644,4352
12,WV,54,001,"Barbour County, West Virginia",3482,1682,1800
13,WV,54,003,"Berkeley County, West Virginia",15235,6801,8434
14,WV,54,005,"Boone County, West Virginia",5529,2643,2886
15,WV,54,007,"Braxton County, West Virginia",2941,1496,1445
16,WV,54,009,"Brooke County, West Virginia",2960,1290,1670
17,WV,54,011,"Cabell County, West Virginia",20110,8964,11146
18,WV,54,013,"Calhoun County, West Virginia",1314,569,745
19,WV,54,015,"Clay County, West Virginia",2530,1119,1411
20,WV,54,017,"Doddridge County, West Virginia",1190,457,733
21,WV,54,019,"Fayette County, West Virginia",8683,3956,4727
22,WV,54,021,"Gilmer County, West Virginia",1781,977,804
23,WV,54,023,"Grant County, West Virginia",1791,882,909
24,WV,54,025,"Greenbrier County, West Virginia",6530,2939,3591
25,WV,54,027,"Hampshire County, West Virginia",4721,2317,2404
26,WV,54,029,"Hancock County, West Virginia",4835,2034,2801
27,WV,54,031,"Hardy County, West Virginia",1863,773,1090
28,WV,54,033,"Harrison County, West Virginia",11072,4992,6080
29,WV,54,035,"Jackson County, West Virginia",4743,2268,2475
30,WV,54,037,"Jefferson County, West Virginia",6222,2521,3701
31,WV,54,039,"Kanawha County, West Virginia",29703,13258,16445
32,WV,54,041,"Lewis County, West Virginia",3357,1583,1774
33,WV,54,043,"Lincoln County, West Virginia",5870,2758,3112
34,WV,54,045,"Logan County, West Virginia",6902,2915,3987
35,WV,54,047,"McDowell County, West Virginia",6943,3196,3747
36,WV,54,049,"Marion County, West Virginia",8980,4005,4975
37,WV,54,051,"Marshall County, West Virginia",4128,1676,2452
38,WV,54,053,"Mason County, West Virginia",5075,2409,2666
39,WV,54,055,"Mercer County, West Virginia",13236,5322,7914
40,WV,54,057,"Mineral County, West Virginia",4562,2071,2491
41,WV,54,059,"Mingo County, West Virginia",6654,2873,3781
42,WV,54,061,"Monongalia County, West Virginia",20923,10509,10414
43,WV,54,063,"Monroe County, West Virginia",2252,894,1358
44,WV,54,065,"Morgan County, West Virginia",2218,879,1339
45,WV,54,067,"Nicholas County, West Virginia",4636,2006,2630
46,WV,54,069,"Ohio County, West Virginia",6658,2958,3700
47,WV,54,071,"Pendleton County, West Virginia",1500,776,724
48,WV,54,073,"Pleasants County, West Virginia",1260,616,644
49,WV,54,075,"Pocahontas County, West Virginia",1382,568,814
50,WV,54,077,"Preston County, West Virginia",4574,2002,2572
51,WV,54,079,"Putnam County, West Virginia",5494,2026,3468
52,WV,54,081,"Raleigh County, West Virginia",13322,5897,7425
53,WV,54,083,"Randolph County, West Virginia",4610,1968,2642
54,WV,54,085,"Ritchie County, West Virginia",2071,995,1076
55,WV,54,087,"Roane County, West Virginia",3165,1382,1783
56,WV,54,089,"Summers County, West Virginia",2184,1100,1084
57,WV,54,091,"Taylor County, West Virginia",2731,1296,1435
58,WV,54,093,"Tucker County, West Virginia",1013,450,563
59,WV,54,095,"Tyler County, West Virginia",1765,675,1090
60,WV,54,097,"Upshur County, West Virginia",4189,1928,2261
61,WV,54,099,"Wayne County, West Virginia",8468,3971,4497
62,WV,54,101,"Webster County, West Virginia",2307,1033,1274
63,WV,54,103,"Wetzel County, West Virginia",3169,1354,1815
64,WV,54,105,"Wirt County, West Virginia",792,291,501
65,WV,54,107,"Wood County, West Virginia",14825,6309,8516
66,WV,54,109,"Wyoming County, West Virginia",4934,2320,2614
12,WY,56,001,"Albany County, Wyoming",9510,4748,4762
13,WY,56,003,"Big Horn County, Wyoming",1408,632,776
14,WY,56,005,"Campbell County, Wyoming",3412,1380,2032
15,WY,56,007,"Carbon County, Wyoming",2280,948,1332
16,WY,56,009,"Converse County, Wyoming",1308,486,822
17,WY,56,011,"Crook County, Wyoming",362,206,156
18,WY,56,013,"Fremont County, Wyoming",5637,2586,3051
19,WY,56,015,"Goshen County, Wyoming",2261,1048,1213
20,WY,56,017,"Hot Springs County, Wyoming",500,140,360
21,WY,56,019,"Johnson County, Wyoming",534,294,240
22,WY,56,021,"Laramie County, Wyoming",9369,3777,5592
23,WY,56,023,"Lincoln County, Wyoming",1435,662,773
24,WY,56,025,"Natrona County, Wyoming",8407,3605,4802
25,WY,56,027,"Niobrara County, Wyoming",328,154,174
26,WY,56,029,"Park County, Wyoming",2024,492,1532
27,WY,56,031,"Platte County, Wyoming",1391,562,829
28,WY,56,033,"Sheridan County, Wyoming",2381,1210,1171
29,WY,56,035,"Sublette County, Wyoming",812,453,359
30,WY,56,037,"Sweetwater County, Wyoming",5058,2177,2881
31,WY,56,039,"Teton County, Wyoming",1638,1026,612
32,WY,56,041,"Uinta County, Wyoming",2845,1453,1392
33,WY,56,043,"Washakie County, Wyoming",1137,489,648
34,WY,56,045,"Weston County, Wyoming",958,354,604
